entity,time,extreme_temperature,stock_revenue,company_size,company_age,company_distance_to_sea,rain_amount,dry_amount,windy,company_latitude,is_high_tech,is_near_sea,local_climate_variability,stock_revenue_another_measure_method,industry
16,9,0.724853146,-0.066997455,-0.150600034,-0.75796428,-1.189391976,-0.242958127,-0.590738097,-1.890855598,1.136175299,0,1,1.830446832,0.167597715,4
17,0,-0.093632117,-0.959126341,0.606233096,0.18223038,-1.500799884,0.811201838,0.491473938,-0.516868723,-1.077917887,1,1,-0.190054217,-0.415132474,1
17,1,-0.561056523,-0.836762156,-1.644873376,-0.234396249,0.300290582,-0.158681908,1.918579616,-1.028078513,0.612196617,1,1,-0.703841064,-1.040214137,1
17,2,0.055256555,-0.188272964,-0.666683667,0.229837679,1.041101637,1.797772501,-0.442012624,1.085876873,-0.47387086,1,1,-0.026447733,-0.491758976,1
17,3,0.260546636,-2.108697647,-2.063732595,-1.121583863,-0.326914513,0.292614559,-0.017093438,-1.20596464,0.281214531,1,1,0.280117335,-2.140944757,1
17,4,-0.639390776,-0.617906948,0.898158171,-0.69351279,1.296803604,0.30519678,-0.016981343,-0.611491608,0.072733509,1,1,-1.472130982,0.305440924,1
17,5,0.188652526,-1.217408802,-0.685728003,-0.773132454,-0.369433742,0.138767545,0.32705759,-0.831599819,0.463609202,1,1,-1.374197036,-0.409106107,1
17,6,-0.501560905,-1.302613076,-1.944377283,0.688916305,0.3669057,0.113908208,-0.538299633,1.744791878,-0.911216316,1,1,-1.415440457,-1.339996669,1
17,7,0.24905712,-0.748521129,0.30944114,-1.308055295,1.534441615,-1.823652062,1.284818826,0.282641853,0.500255898,1,1,-0.749882384,-0.279675408,1
17,8,-0.497089162,0.466468425,1.105691171,-1.915260485,-0.689860439,1.169206214,0.242564877,-1.337784921,-1.824664883,1,1,-0.969423745,-0.29351537,1
17,9,-0.083204184,0.505225945,-0.155345795,0.176693276,-0.177344198,-0.079936171,0.424367025,-0.040368047,-0.047898726,1,1,-0.8716826,0.523502933,1
18,0,-0.656857386,0.425126589,0.880985511,0.17916985,-0.849394774,0.501120397,-0.909464813,0.148500185,-2.866100504,1,0,-0.488930895,0.564865447,7
18,1,-1.109093536,0.020547654,0.065431119,0.766393397,-1.998871648,-0.743977672,-0.878165405,0.449572888,-0.510808754,1,0,-0.565131364,0.035710848,7
18,2,0.038169789,-1.382631944,-1.083268222,1.544619474,-0.849797083,-0.174235233,0.215130979,1.294353114,0.595263871,1,0,0.206588386,-1.298741527,7
18,3,0.048135275,-0.698751558,-0.292635907,0.315332833,-0.057621849,-0.482736055,0.717810063,-1.288222916,0.388198858,1,0,-0.09560753,-0.437951909,7
18,4,-0.752339984,-0.626332725,1.139055487,0.421028629,0.156033245,0.30753076,0.168170857,-0.674604245,0.14971301,1,0,-1.647596845,-0.505148444,7
18,5,0.012431281,-0.296561296,0.547611396,-1.193213675,0.184527185,0.571022736,0.040810975,2.310880264,-0.871728952,1,0,-1.457850745,-0.247440173,7
18,6,-0.364784058,-0.562000004,-0.661253522,-0.018152701,0.376753991,-1.152065169,-1.585146688,-0.519128852,-0.164403262,1,0,-0.433573715,-0.662107805,7
18,7,0.056112421,0.225050391,0.389334498,1.137769517,1.952755627,0.87726451,-0.544506006,0.228553423,-0.939107766,1,0,-0.875632133,0.923341458,7
18,8,-0.223752013,-2.451634819,-1.398252805,-0.735734297,-0.364594047,-1.57626578,0.533107179,-0.630830966,-1.379044707,1,0,-1.026048239,-1.82696635,7
18,9,-0.460784244,0.166343971,0.740541621,0.942971221,-0.119402646,-0.646610837,-0.857643064,0.125461202,-1.585153447,1,0,0.335226697,0.882656376,7
19,0,0.414871513,-0.121529073,-1.86963479,-0.285081729,-1.63619271,-0.250097938,1.424288004,0.575619044,0.60958788,1,0,0.325520157,-0.502025133,7
19,1,0.400143872,0.43995997,0.298037184,0.356099219,1.367966888,-1.264285456,-0.29025945,0.131010211,1.021478302,1,0,-0.618653122,0.688445891,7
19,2,0.963977648,0.945007086,0.06951081,0.673366293,-0.232145221,0.109699732,0.371262981,-0.286372152,0.08270947,1,0,0.954739291,0.987719967,7
19,3,1.182636354,-1.06986647,0.088827182,0.813152719,1.115566345,-1.536876129,-1.751644266,0.011338646,0.110435153,1,0,0.681136341,-0.809094416,7
19,4,-0.287318822,1.105517987,0.608745353,0.973162026,1.492847388,-0.087724251,-0.279561455,-0.531622286,0.89902383,1,0,0.001285413,0.887787805,7
19,5,1.132299879,-0.511042725,-0.949358638,-1.411565174,-1.293208097,1.167338052,1.060775774,0.22244738,1.529263563,1,0,1.523271712,-0.876222995,7
19,6,0.47004454,-0.711228535,-0.088273778,-0.366626185,1.794534604,0.388132161,-1.785635993,-0.588484954,0.20807413,1,0,0.258040164,-0.431034713,7
19,7,0.790424137,0.379551989,-1.20359545,0.995267448,-0.290837981,0.624827334,-0.62942383,-1.391664411,-0.284169702,1,0,0.608613028,0.448210119,7
19,8,0.250615815,1.241704434,-0.483199039,0.406747983,0.149306824,1.336574014,-1.699925261,-0.262849764,-1.754679104,1,0,0.395378394,0.74161351,7
19,9,0.606115634,-0.063980298,0.544903845,-0.407783186,0.950461183,0.456818308,0.190559091,0.703401361,0.403027343,1,0,0.299290977,-0.281973126,7
20,0,-0.038382659,0.073696209,-0.244012434,-0.142467475,0.641991174,-0.529988187,0.169206394,1.025727806,0.166267781,1,1,-0.989753988,-0.625581603,5
20,1,-0.443170486,-1.41258054,-0.328709162,-1.319446675,-0.633397579,-1.976207417,0.578796031,1.477334079,1.229753648,1,1,-1.157991595,-1.151550993,5
20,2,0.249238647,1.526269947,0.503510663,-0.110195665,1.47189186,1.337501756,-0.510358355,-1.099592686,0.609109564,1,1,-1.055813295,1.186250623,5
20,3,0.476587557,0.456359564,-0.41687991,0.318745609,-1.181802734,0.181754822,-1.477838142,-2.607376542,0.06096229,1,1,0.535788249,0.71969266,5
20,4,-1.030333835,0.334712601,0.719230588,-0.214219288,0.026137662,0.991894002,-0.116720313,1.41185845,-1.207762846,1,1,-1.164138408,0.461575182,5
20,5,0.749836434,0.559927125,0.231748553,0.696272944,1.144527224,-0.325347479,-1.036407923,0.298622675,0.032193364,1,1,1.225477147,1.06181322,5
20,6,-0.027551981,0.490065687,-0.419982604,-0.766241253,2.023864619,-1.921621306,0.604178909,2.107496414,1.054296396,1,1,-0.773817102,0.257203578,5
20,7,-0.040026765,0.496268811,-0.538863535,-0.154826277,1.714725835,-0.839110239,1.323082139,-1.852772958,0.169690647,1,1,-0.621317174,1.1110119,5
20,8,-0.242837327,-0.034280983,0.814465483,0.199562931,-1.769494206,-0.907884552,0.846903237,-0.406251055,0.718749965,1,1,-0.380527703,0.519789823,5
20,9,-0.349551371,-1.8227285,1.186323727,0.351201433,-0.551530881,0.380017101,0.001178728,-0.442435763,0.531739818,1,1,-0.997484982,-2.312126931,5
21,0,0.176836956,-0.424989515,-0.290432551,0.091952866,-0.302325947,0.716635083,0.120992464,-0.815173085,0.063136895,1,1,1.076372381,0.178418119,2
21,1,-0.299197767,0.094188136,-0.519628305,-0.865900512,-0.622318665,-0.356031606,-0.15762477,2.111985071,0.741114114,1,1,-0.130325506,-0.474096865,2
21,2,0.825576407,0.659852649,-0.040936154,-0.427360979,0.223531467,0.447362021,0.00072344,0.99598872,0.792863683,1,1,0.376312219,0.648779366,2
21,3,0.707050228,0.999294193,0.741248226,0.865656222,0.457909532,0.918313752,-0.38743087,-1.050140913,0.209343889,1,1,-0.811750316,1.117306855,2
21,4,-0.473373287,-2.287008987,-1.502072184,0.874102559,-0.265116987,-0.496855033,0.423683538,-0.776738106,-0.647372171,1,1,-1.63957751,-2.397671693,2
21,5,0.735552588,1.047810183,0.13793937,0.532407249,-0.609375574,3.429457657,0.180921527,1.293864807,0.526160427,1,1,0.182225169,1.282004849,2
21,6,0.468241834,2.062253277,0.364638697,1.204166452,0.328798819,0.824141022,0.355191758,0.75363323,-0.529686367,1,1,1.794877422,1.762818678,2
21,7,0.718969728,1.027622768,0.090005875,-1.193850455,0.953828498,0.391407384,-0.078242438,-0.636878012,-0.170661282,1,1,0.654225476,1.562981355,2
21,8,0.113917904,-0.412312303,0.906797306,0.548767119,-0.715255841,0.401207158,3.042885245,0.926320581,1.067260043,1,1,-0.196893383,-0.548882834,2
21,9,-0.231814642,0.787680722,0.150686769,-1.835407718,0.19876309,-0.610869533,-0.383549072,1.550542144,0.798044059,1,1,0.203850355,0.868612745,2
22,0,-0.265111011,0.043255498,-0.324639917,0.455002333,-0.834824167,-0.827349578,-0.817875099,-0.294564766,-0.639561455,1,0,-0.330718465,-0.316469853,0
22,1,-0.434874583,-0.210592494,-0.175225486,0.782418241,1.04329244,-0.317281187,-0.46584514,1.449861143,-2.437751089,1,0,0.052704033,0.064979603,0
22,2,0.237470734,-1.77815693,1.055409838,0.040278939,-0.497667389,0.149209367,0.84132333,0.550298471,2.072113275,1,0,0.642295342,-1.756069362,0
22,3,0.608912186,0.498267958,-1.362176506,1.746341768,0.14102326,0.125658682,0.142978255,0.655658513,0.851512322,1,0,1.129553194,0.751852819,0
22,4,-1.081136389,0.382135205,-0.420120308,-2.678760874,2.074408443,0.735022029,-0.642376623,-0.869838985,-1.197452563,1,0,-1.77724483,0.289389654,0
22,5,0.330689671,0.476413018,-1.609304256,1.37067634,-1.609974551,-0.785789419,-1.381451058,1.219317115,0.297704768,1,0,-0.23969784,0.454666815,0
22,6,-0.175729279,-0.505189126,-0.539970262,-0.073964859,0.182130303,0.421086705,1.207077615,-0.025609291,0.804041775,1,0,-0.053951672,-0.108811562,0
22,7,0.19809129,0.072909363,-0.692362991,-1.794154146,0.334273163,1.069266599,0.502005913,0.912533124,-0.040133342,1,0,0.635064611,-0.508304497,0
22,8,0.061684261,-1.325077309,-0.548986123,1.26061174,-0.858307355,-1.732665339,-0.415111928,0.438049426,-0.024119579,1,0,0.027830949,-0.675240502,0
22,9,0.142159997,0.358668855,0.072550566,0.063497015,-0.465149465,-0.391402726,0.434425969,0.925020762,-0.267149553,1,0,0.540832794,0.243660044,0
23,0,-0.168811601,-1.265004119,-1.387885447,0.436041253,-2.155384639,0.384236384,0.016557985,1.485764369,-0.1570283,1,0,-1.143094751,-2.105615715,3
23,1,-1.10238746,1.412733588,0.496345004,-0.487379169,1.091229084,0.652454823,-1.459984581,-0.793271343,0.239827465,1,0,-1.499651521,1.256269972,3
23,2,-0.110316679,0.838951054,-0.518317572,0.915953073,0.058774269,-0.791182933,0.227732809,-0.905776639,-0.445379728,1,0,-0.592512783,1.29107071,3
23,3,-0.10957984,-1.049529417,0.336563679,0.534387942,-0.119302408,-1.49260177,0.944695453,1.085001812,0.571569702,1,0,0.04212036,-1.061862206,3
23,4,-1.121323044,-1.916008106,-1.186229391,0.793705745,-0.627874714,0.909226687,-0.695278534,0.77572749,-0.198824277,1,0,-1.317446923,-1.867323703,3
23,5,0.045756131,0.757818899,-0.084136262,-0.515829437,-1.384106149,0.083004577,1.501140064,0.709849988,-0.731440699,1,0,0.69197206,1.135672637,3
23,6,-0.096565393,-1.132809101,-0.21374798,0.398397067,-0.58813792,0.37898549,-0.74296654,-0.14546747,1.007722128,1,0,1.000745326,-1.102369226,3
23,7,-0.048538008,-0.899505907,-1.255173915,0.177684789,-1.230130672,-0.67233632,0.604850931,0.315800677,0.680216684,1,0,-0.751102792,-1.223862211,3
23,8,-0.185643347,1.626486162,-1.443149779,0.883689005,-0.654441756,-0.252106536,-0.023434537,0.812319362,-0.021448856,1,0,0.273743144,1.578790399,3
23,9,-0.696929279,-0.724015209,0.470002539,0.962992246,0.02363063,-0.805704944,0.309414584,1.065709496,-1.740334017,1,0,-1.878949024,-0.80563912,3
24,0,0.008903069,0.536120446,0.112312498,-0.471809767,0.221187354,0.330114995,0.288621289,1.928678973,1.002993323,1,0,-0.535926414,0.290440913,7
24,1,-0.459392169,-1.58249373,0.39156979,-0.947496103,0.056904761,-0.714983819,-0.930299234,0.112470459,-0.924018159,1,0,-1.279585403,-1.052291772,7
24,2,0.441299705,0.354522173,-0.318350286,0.690273039,0.745021909,-0.503101984,0.622524728,1.145595711,0.541539072,1,0,1.006680545,0.783542692,7
24,3,0.526566228,-0.436345367,-1.000042067,0.84257425,-1.332057011,-0.097269766,1.397388376,-0.930690572,1.864461531,1,0,0.750870461,-0.354109079,7
24,4,-0.49567029,0.377957619,-0.580322847,0.769351781,0.20010785,-0.719348485,1.444936819,0.354815949,0.375171861,1,0,-0.521678297,-0.261291841,7
24,5,0.541901811,0.360220224,-0.960352838,0.590354277,-1.62604586,0.263233355,0.383859296,-0.775187152,1.038300047,1,0,0.773439229,0.507243524,7
24,6,0.269710624,-0.283028527,0.901613711,0.068639376,2.293225432,-0.349681851,0.181278346,-0.048852525,-0.775509113,1,0,-0.16184014,-0.674374634,7
24,7,0.378926663,0.902911936,0.294132344,-0.412942846,0.543331535,0.699300634,1.248010897,2.088286785,0.111815901,1,0,0.065508967,1.085273487,7
24,8,-0.070249646,1.227820759,0.468209649,1.702346076,0.140266569,0.959484062,1.236212398,0.718626371,0.57842436,1,0,-0.582345179,0.74034283,7
24,9,-0.384986346,0.99605658,0.032166267,-0.900019757,-1.122000603,0.425585485,0.049804777,1.704646466,1.747394741,1,0,-1.400222911,0.995549644,7
25,0,-0.36806493,0.20563954,1.208467823,-0.356253142,-0.48959226,1.052814807,-0.108413395,-2.517025118,-0.12637012,1,0,0.408322889,0.248117645,5
25,1,-0.5692889,0.821282076,-1.050488747,-0.385551574,0.862456586,-0.237695499,1.071058,0.888211199,-0.467729754,1,0,-0.974690747,0.832808326,5
25,2,0.395354836,1.401984849,0.263522523,-0.020717095,0.692187474,0.00072389,0.829184607,-2.431102108,-0.902832202,1,0,-0.484347557,1.262580663,5
25,3,0.134141273,-0.969209076,-1.609395833,-1.24650359,-0.161846793,-0.947815764,-0.699535877,0.353321935,-0.203675377,1,0,1.356924041,-0.498450522,5
25,4,-0.526926307,1.155373122,-0.355822116,0.801320022,0.090341086,1.5324509,1.04330283,1.262546752,-0.06689498,1,0,-1.530533273,1.969294161,5
25,5,0.301599643,0.084262131,-0.901806799,0.803304464,-0.663374188,-0.904829494,-0.307492754,1.277650982,1.188283025,1,0,-0.484135418,-0.118399445,5
25,6,-0.087300732,-0.345690052,0.59492004,-0.158845658,1.342750236,1.65709935,-0.600250041,0.128023567,1.035891572,1,0,-0.185227014,-0.619737778,5
25,7,0.632050998,-0.970120151,0.006352259,0.677714866,-0.629820622,-0.68755539,1.265850707,-1.061558778,1.053471612,1,0,1.148146003,-0.308224181,5
25,8,-0.210166425,0.127830398,-0.296294575,-0.438742224,-0.250606746,-0.079467897,0.588374294,-0.623745614,0.107027372,1,0,-0.110622635,-0.052992775,5
25,9,-0.046612106,1.309794818,0.644213883,0.833101287,2.440591883,-0.250999836,-0.467430158,-0.501159261,-0.549870742,1,0,-0.786190104,2.22826045,5
26,0,-0.256147523,-0.509174728,-0.568277914,0.670694929,-0.892478336,0.94566966,-0.491243701,-0.575536954,-0.903644501,1,0,-0.501220752,-0.19903984,4
26,1,-0.700905238,-0.882550561,-0.687130485,-0.572056008,-0.996539636,0.24301356,-1.508752498,-0.8712674,-0.710484914,1,0,-1.073039232,-0.585385133,4
26,2,0.167610701,-0.935232615,-0.061150433,0.162987361,-1.147638666,-0.270061823,-1.207065823,-0.573872673,-0.230756434,1,0,-0.420315919,-0.274213169,4
26,3,0.447698577,1.19337286,-1.206370402,0.004041309,-1.444076044,-0.146664945,1.02246547,-0.829803309,-1.519266597,1,0,-0.232281628,1.204789009,4
26,4,-0.949129212,-1.726156268,0.380713854,-0.870831977,2.17695799,-0.837468892,0.035070593,-0.151884504,-1.050199541,1,0,-0.620686001,-1.641465802,4
26,5,0.234405511,2.062285731,0.417624391,0.789020788,1.377450232,1.129583205,-0.291828621,2.201547346,-0.190429013,1,0,0.427008169,1.451163508,4
26,6,0.150097184,-1.197227036,-0.322898647,0.457992829,1.126840208,-0.512498014,0.218006759,0.899598058,0.114757391,1,0,0.509677439,-0.608905765,4
26,7,0.310229331,-2.554852594,-0.931397538,-0.677310226,-1.298985427,-1.657667411,1.380663949,-1.394254689,0.505044139,1,0,0.860721328,-1.630715906,4
26,8,-0.348382029,1.706101627,1.229862396,1.557090189,1.156433282,0.021539434,-0.515919398,0.902163506,-0.299831031,1,0,-0.437203173,0.469894651,4
26,9,-0.264275681,-1.470016729,1.363169453,-0.094082814,-0.040981147,0.870350293,0.375453312,-2.179341309,0.929893597,1,0,-0.524712561,-1.565375548,4
27,0,-0.245551325,0.76094055,0.022392875,1.042251514,0.254876441,0.066660915,0.031184567,-1.747362011,0.167951024,1,1,-1.363886948,0.325293423,4
27,1,-0.574069829,-1.943137338,-0.746586086,-1.345953792,-1.009647652,-1.480776281,-2.393740144,0.793041483,0.225544184,1,1,-0.573532486,-1.672376408,4
27,2,0.477893853,-1.619046361,1.549976099,0.745869047,0.411580386,-0.871046976,0.099450696,0.333961368,0.273945239,1,1,-0.344592191,-1.681353567,4
27,3,0.531924732,0.995218865,-0.290833708,1.235531223,0.846232277,-0.055728197,1.159964809,1.953784634,-1.3181177,1,1,-0.428550933,0.392000698,4
27,4,-0.565390096,0.346900915,1.34879661,1.205798602,-0.469316036,-0.531116563,0.232822219,-0.912036504,-0.58776528,1,1,-1.516844626,-1.020920922,4
27,5,0.418407368,0.436712705,-0.269746724,1.905326757,-0.913550864,0.10534131,1.554567021,-1.250177048,-0.34054694,1,1,0.008687811,0.261954368,4
27,6,0.393223345,-1.322623581,-1.591350101,-0.049708201,0.849080374,-0.474985529,-0.75743447,0.956261387,1.152890448,1,1,0.152688102,-0.85649182,4
27,7,0.049669806,-0.468158539,1.50361783,1.461407858,-0.397357031,1.337263802,0.946073345,0.300700275,-0.905227643,1,1,-0.589496703,-0.334635892,4
27,8,0.046493973,0.430398511,0.023586109,0.528308514,-0.604272716,-2.291064589,-0.389633102,1.044276344,0.133045583,1,1,0.089110988,0.242816768,4
27,9,-0.260247264,-3.364846768,0.292482309,-0.057711485,1.168518322,0.121249692,-1.976338948,-2.196888094,0.043502829,1,1,0.266013262,-3.465972197,4
28,0,-0.325990225,-0.514729528,-0.659675191,1.360382286,1.418545499,-1.34922109,-0.853087,0.355757361,-0.419043119,0,1,-0.616575158,-0.381669795,2
28,1,-0.467402215,0.686393585,-0.671681795,-0.092437471,0.525114536,0.147073402,-0.343650556,0.281838847,0.320099398,0,1,-0.366127097,0.743352454,2
28,2,0.517081866,-1.424504499,-1.178019188,0.927669663,0.888263904,0.589728275,-0.857303954,-0.040896923,0.441891841,0,1,1.521229372,-1.038610575,2
28,3,0.343646598,0.243308069,1.539866211,-1.00810779,-0.015905651,0.840561489,0.712952122,-0.534110112,-1.513495066,0,1,0.399324543,0.646826521,2
28,4,-0.835320699,0.192051605,0.69159053,0.860772437,-0.685668754,-2.258451821,0.600490794,-1.140604279,0.97183579,0,1,-0.892475521,0.030515043,2
28,5,0.836909391,0.028785627,-1.404292891,-0.811612239,0.450658075,-0.553521187,0.144571585,-0.029135283,-1.209163121,0,1,0.808328388,0.399938139,2
28,6,0.086895182,-0.128016105,0.166014391,1.234811686,1.263066681,2.189572759,1.189397835,0.154431924,1.754400952,0,1,-0.15017155,0.381641843,2
28,7,0.442690616,0.820809398,-0.698372761,0.156656962,0.066629498,0.416206088,0.638101382,-0.616162745,0.963084164,0,1,0.348967898,0.253318244,2
28,8,-0.177933249,1.754017932,2.209704783,0.641373956,-0.11529811,0.264512844,-0.059832295,-1.02312934,-2.84751335,0,1,0.555076162,0.816308039,2
28,9,-0.094973947,-1.143020332,-0.342279578,-0.25313259,0.154551336,0.642825344,-1.387386039,-0.316736384,0.112525776,0,1,0.273165776,-1.432231421,2
29,0,-0.274288658,-0.239807841,-0.364625135,-0.522765293,0.048188527,-0.007711426,0.515776896,-0.019312788,-0.596926381,0,0,0.319066744,0.86721992,3
29,1,-0.888259362,0.688168611,1.019514845,-0.074939046,-0.265604214,-0.10830602,0.094443774,-1.792227118,-0.76998799,0,0,-1.243124081,0.372594413,3
29,2,0.110400585,-1.115298547,-3.137545646,-0.859922156,0.682151964,-0.679121231,0.731926483,0.200483893,-0.794921723,0,0,0.558285987,-1.457461019,3
29,3,0.680295132,0.862721551,0.722823908,1.497241554,0.524248361,1.706736472,1.753180751,-2.166445628,0.636370349,0,0,0.265587196,-0.118301834,3
29,4,-0.647333361,0.313066482,2.18775677,0.947123332,-1.337681504,-0.516289167,1.108451088,-1.352846749,-1.559372882,0,0,-0.49344407,0.78076911,3
29,5,0.290791963,0.621006994,-1.213260086,0.68736502,0.532672876,0.455189252,1.982501236,0.309335055,1.232584745,0,0,-0.245354582,1.027340705,3
29,6,-0.123752336,0.046193579,-0.603007057,-1.02790437,0.51558308,-0.525382005,-2.135271604,-1.183733653,-1.053429732,0,0,-0.979132981,0.432151975,3
29,7,-0.002840369,-0.377338089,1.392808049,-0.679824776,-0.237575596,1.529084231,2.02493482,-0.137463707,-0.150560389,0,0,0.311307874,-1.282880162,3
29,8,-0.65698189,-1.006174825,0.134347383,1.782899903,0.256006904,0.073620324,-0.70067016,1.596377076,-1.22899962,0,0,-0.452201504,-1.293286545,3
29,9,-0.48304865,-0.949208685,1.244693643,-0.214491372,-0.142901923,1.44664852,-0.092484926,0.46680346,-1.184266033,0,0,-0.024141078,-0.381132478,3
30,0,0.093971036,1.103559796,1.268942926,-1.478495838,0.459630716,0.097329006,-0.258516155,-0.665717265,0.31858359,1,1,-0.63668573,1.63594526,6
30,1,-0.387580689,-0.445623745,1.408468098,-1.918094487,1.452635284,-0.429083276,-1.678760814,-1.627838948,-0.465885191,1,1,-0.419501286,0.139881456,6
30,2,0.101565992,0.779696207,1.123263055,-1.464366008,0.614973332,-1.851662695,0.52424356,-0.176479532,0.234166875,1,1,-0.247188549,0.797089697,6
30,3,0.293027204,0.659518385,-0.607743834,0.716124779,-0.255804972,-0.127239679,0.853016026,0.453120989,0.97808014,1,1,0.766713234,0.283948794,6
30,4,-0.73299516,-1.33158792,2.082260351,0.10868185,-2.813873889,0.396574203,-0.285426207,0.542109168,0.264526008,1,1,-1.123206861,-1.325375598,6
30,5,0.40501364,1.061750261,0.243049319,0.689939407,-0.853210747,-1.483553182,-1.031127988,0.820114496,-0.477249329,1,1,1.035115253,0.641812326,6
30,6,-0.103604451,-1.463571386,-1.593782813,1.289348403,-0.310053948,-0.688214666,0.206638435,1.050234474,-0.579475923,1,1,-0.905464438,-1.137182851,6
30,7,0.462395198,-1.019233975,1.041767917,0.731901865,0.369256682,-1.128523543,-1.035224359,-1.216522358,1.395517235,1,1,-0.427657018,-0.255343875,6
30,8,-0.020950851,-1.679846066,0.090301464,-0.342325174,1.330680662,0.210669253,1.068372147,-0.248527513,-1.896740096,1,1,0.062786337,-1.757577971,6
30,9,-0.064057226,-0.784863392,2.089675007,1.007347035,-0.947770394,0.565551664,-1.400541179,0.854576011,-0.170851583,1,1,-0.002446378,0.320117041,6
31,0,-0.382990958,-1.993331345,-0.905650217,-1.390072505,0.560364015,-1.817972314,-1.783253091,1.529372784,0.703292615,0,0,-1.041482031,-1.322926574,4
31,1,-0.543264646,-0.477413615,-0.127488345,0.53431143,0.713830649,-0.579177833,1.314173722,-1.220362608,-0.433905426,0,0,-0.324989396,-0.757048688,4
31,2,0.742786689,-1.225283226,-0.45193398,-0.243235591,-0.631443997,1.820353986,-1.112737348,0.306603911,1.104099767,0,0,1.110587703,-0.326867623,4
31,3,0.682394444,1.83046969,0.932414559,1.195022234,-0.318039917,1.495101766,1.332699291,0.964919465,0.529999089,0,0,0.109971494,1.465845033,4
31,4,-0.975257338,-0.31612124,-1.114634634,-0.698928993,-2.135170879,-1.01323037,-1.784449742,0.989970838,-0.057166067,0,0,-0.543380713,0.158974656,4
31,5,0.083861064,-0.744341944,-0.405562015,-0.454803929,-1.900747782,-1.673110399,-0.518940576,-0.157129696,1.202673495,0,0,0.289415834,-0.556012092,4
31,6,0.044496702,-1.410965447,0.735071783,-1.4076049,-0.957392113,0.467483537,0.59625576,0.923238643,-0.598211744,0,0,0.138415526,-0.977615829,4
31,7,0.329888077,1.28037785,0.291714141,0.355071542,2.665140534,0.801364443,0.247988763,0.024190142,-0.434836239,0,0,0.72321214,0.422275197,4
31,8,-0.194548854,-1.036977316,-1.49001986,-0.71860547,-0.717748528,1.323092472,-1.278754779,-0.572690206,-0.802630787,0,0,-0.823416307,-1.052575525,4
31,9,-0.233235865,0.793291615,-1.140745558,-0.335870482,-0.784894311,0.850885877,2.09707414,0.784728448,-2.140905955,0,0,0.685944385,1.141708556,4
32,0,-0.28247279,1.598341715,0.704928188,-0.007107909,-0.375065006,0.23649779,0.947045412,1.249953027,-0.219432735,0,1,-0.891443288,1.93664875,0
32,1,-0.651963508,-0.517331307,1.445299156,1.302431247,-0.076459118,0.734021443,0.255877868,0.530303376,-1.364760508,0,1,-1.416010325,-0.759551515,0
32,2,0.360382358,-0.706038103,0.102675936,-0.165517343,-0.210576382,-0.322330317,1.467625487,-0.439050381,-0.581797686,0,1,1.015355114,-1.004871556,0
32,3,0.296145768,1.237737092,-0.432882093,1.339554605,0.718669404,0.425864729,0.052562445,-0.262786997,-0.725706456,0,1,-0.393078221,0.777554362,0
32,4,-1.16075063,-0.07778601,1.056017231,-1.992095067,0.386500827,-1.106725857,-2.610774028,-0.263956198,-0.948110396,0,1,-2.9800008,0.711784975,0
32,5,0.338733054,0.141840451,-0.674968201,0.641732085,1.326329668,-0.387954613,0.248740296,-1.548874001,1.224118018,0,1,-0.127836885,0.58997715,0
32,6,-0.324422914,0.370830236,0.734838234,1.733044695,0.465058991,1.239343157,2.071464914,-1.035642498,-0.66911746,0,1,-0.373908695,0.918578519,0
32,7,0.515053511,-0.810748232,-0.78542742,-1.24055422,0.277357093,-0.600334058,-1.101092105,0.363200845,0.07965161,0,1,0.0062256,-1.366601831,0
32,8,-0.0620275,1.423038037,1.443025372,-0.371551369,-0.706160493,-0.714357608,-1.38129343,-0.538632384,-1.567788473,0,1,0.038165939,2.011638904,0
32,9,-0.376176154,-0.360966254,1.011935175,-0.866488753,0.115986138,-0.393415235,1.094962466,-1.595962979,0.417560704,0,1,-0.338065447,-0.33266892,0
33,0,0.872395842,-0.106301082,1.463413805,0.648668953,-0.176997658,0.229686638,0.796606808,0.682534638,0.236051688,0,1,0.505394811,0.363220238,4
33,1,0.227503283,-0.441110082,0.563396309,0.53295767,0.230908039,-0.822154016,0.758717913,0.741314554,0.75073374,0,1,-0.345305577,-0.449205049,4
33,2,1.315943541,0.913177233,1.305496774,1.547033286,-0.858257815,1.080455798,1.080441351,0.495738917,0.80862464,0,1,1.768105088,0.840508794,4
33,3,1.170487531,0.980810026,0.986615343,0.195108303,2.475329519,0.96548314,-0.476763779,0.797310687,-0.204427553,0,1,1.788049469,0.51137673,4
33,4,0.253949856,0.897649983,0.213325013,-1.114637825,0.086459386,-1.369217071,-0.283810107,0.763646273,1.587997766,0,1,0.079723316,1.154213147,4
33,5,1.541046624,1.532042529,-1.453725313,0.584696507,2.325092947,-0.027817353,0.469276465,0.840846748,-0.295220903,0,1,1.720751342,1.234234297,4
33,6,1.129318077,-0.07499194,-0.519745264,0.872830982,-0.754730999,2.057530265,0.009351699,-0.198780994,0.05214418,0,1,1.541749824,0.542958125,4
33,7,1.062370296,0.640797022,0.55687506,0.329056179,-0.594291151,1.292083722,1.139133999,0.588900401,0.950704402,0,1,1.83446059,0.964004238,4
33,8,0.22492579,-0.540061206,1.705284912,-0.546279867,0.183276882,-0.212229729,1.206597085,1.029738633,-0.20122718,0,1,0.58524291,-0.437035407,4
